canonical_smiles,MW,AMW
COC1(c2cccc(OCc3ccc4c(-c5ccccc5)c5c(cc4c3)C(=O)OC5)c2)CCOCC1,480.59,7.50921874999999
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,357.38,9.40473684210526
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCc2ccc(Cl)cc2)co1,509.04,7.83138461538461
CCCCCCCCS(=O)(=O)N[C@@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)C(=O)O,515.849999999999,6.14107142857142
O=C(O)C[C@H](NC(=O)[C@@H]1CCN(C(=O)/C=C/C2CCNCC2)C1)c1cccnc1,400.53,7.02684210526315
COC(=O)[C@@]1(C)CCC[C@]2(C)c3cc(OC)c(O)cc3C=C[C@@H]12,316.43,6.73255319148936
N#Cc1cc(-c2ccoc2)c2ccc(CSc3cc(F)cc(C4(O)CC5COC(C4)O5)c3)cc2n1,488.57,8.72446428571428
CCCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,336.52,6.00928571428571
CCc1cc2cc(C(=O)C3CCC(OC)CC3)ccc2nc1O,313.43,6.81369565217391
O=C1NC(=O)/C(=C/c2ccc(C(=O)NC[C@@H]3C[C@@H](S(c4ccccc4)(c4ccccc4)c4ccccc4)CN3C(=O)c3ccccc3C(=O)c3ccc(F)cc3F)cc2)S1,838.019999999999,8.63938144329896
Cl.O=C(O)CCCCCC(CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1cccnc1,457.98,8.4811111111111
FC(F)(F)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1,374.22,12.0716129032258
CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,560.96,8.49939393939393
CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2n1C,546.749999999999,7.00961538461538
COc1ncc([C@H](CC(=O)O)NC(=O)[C@@H]2CCCN(C(=O)CCC3CCNCC3)C2)cc1Cl,481.05,7.28863636363636
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2ccc(OCC3CCNCC3)cc2[nH]1,500.63,7.94650793650793
Cc1c(C)c2c(c(C(CCCCCC(=O)O)c3ccc(F)cc3)c1O)CCC2=O,398.51,7.11624999999999
CCCCS(=O)(=O)N[C@@H](CNC(=O)c1cc2c(s1)CCN(CCC1CCNCC1)C2=O)C(=O)O,514.74,7.56970588235293
Fc1ccc(C(CC2CCCCC2)Nc2nc3ccccc3o2)cc1,338.46,7.05124999999999
O=C(O)CSC(c1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc(OCc2ccc3ccccc3n2)cc1,572.72,8.18171428571428
CC(C)CNS(=O)(=O)N[C@@H](CNC(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O.O=C(O)C(F)(F)F,582.63,8.56808823529411
Cc1ccncc1CCCC(CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCC(=O)O,467.08,7.53354838709677
COC1(c2cc(F)cc(Sc3ccc4c(c3)OCC/C4=N\O)c2)CCOCC1,403.51,8.07019999999999
CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCN4C)CC1,338.49,6.63705882352941
O=C(c1cc(-c2ccc(F)cc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,533.84,9.70618181818181
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)[C@H](OC1CC(O)C(O)C(C(F)(F)F)O1)C3,598.52,8.9331343283582
C[C@H](Nc1ncnc2ccccc12)c1ccc2ccccc2c1,299.4,7.485
Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)CC2CC(c3ccc(C(=N)N)cc3)=NO2)C(=O)O)o1.O=C(O)C(F)(F)F,591.58,9.24343749999999
COc1ccc(NC(=O)c2coc(C3C4CCC(O4)C3Cc3ccccc3CCC(=O)O)n2)cc1,476.57,7.56460317460317
O=[N+]([O-])c1ccc(NN=c2c3ccccc3oc3ccccc23)c([N+](=O)[O-])c1,376.35,9.40874999999999
N=C(N)c1ccc(C2=NOC(CC(=O)NC[C@H](NS(=O)(=O)c3cccc(Br)c3)C(=O)O)C2)cc1.O=C(O)C(F)(F)F,666.48,10.41375
FC(F)Oc1ccc2c(Cc3c(Cl)cncc3Cl)nncc2c1OC1CCCC1,440.3,9.57173913043478
COc1ccc(C[C@H]2NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H]3CCCN3C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(C)=O)C(C)(C)SSC[C@@H](C(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC2=O)cc1,1164.51,7.61117647058823
C#CC/N=C(\N)c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CC3)cc1,389.49,7.4901923076923
Cn1cnc(S(=O)(=O)N[C@@H](CNC(=O)CC2CC(c3ccc(C(=N)N)cc3)=NO2)C(=O)O)c1.O=C(O)C(F)(F)F,591.59,9.24359374999999
O=C(N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCCCCN3)c2)CC1)C(=O)O)OCc1ccccc1,536.699999999999,7.15599999999999
