canonical_smiles,standard_value,B01[C-C],B02[C-C],B03[C-C],B04[C-C],B05[C-C]
CCc1cc2cc(C(=O)C3CCC(OC)CC3)ccc2nc1I,73.0,1.0,1.0,1.0,1.0,1.0
N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3=O)cc1,60.0,1.0,1.0,1.0,1.0,1.0
C#C[C@H](CC(=O)O)NC(=O)Cn1ccc2ccc(N3CCNCC3)cc2c1=O,81.0,1.0,1.0,1.0,1.0,1.0
Nc1ccc(/C(=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc2N)cc1,2.0,1.0,1.0,1.0,1.0,1.0
CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C#CCCCI)C/C(=C\CCCC(=O)O)C[C@H]12,5.0,1.0,1.0,1.0,1.0,1.0
Cl.Oc1nc2cc3cc(OCCCCc4nnnn4C4CCN(CC5CCCCC5)CC4)ccc3[nH]c-2n1,0.02,1.0,1.0,1.0,1.0,1.0
Cc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)C[C@@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O.O=C(O)C(F)(F)F,110.0,1.0,1.0,1.0,1.0,1.0
CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C#CCCCBr)C/C(=C/CCCC(=O)O)C[C@H]12,100.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COc1cccc(/C=C\c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,180.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)/C(=N\O)c1ccc(Sc2cc(F)cc(C3CCOCC3)c2)cc1,170.0,1.0,1.0,1.0,1.0,1.0
c1ccc(CC(Nc2nc3ccccc3s2)c2ccccc2)cc1,170.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O,17.0,1.0,1.0,1.0,1.0,1.0
C[C@H](NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)c1cccc2ccccc12)C(=O)Nc1ccccc1,15.0,1.0,1.0,1.0,1.0,1.0
CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1,7.2,1.0,1.0,1.0,1.0,1.0
c1ccc(CC(Nc2nc3ccccc3o2)c2ccccc2)cc1,51.0,1.0,1.0,1.0,1.0,1.0
CCCC(CCC)CN1CCC(n2nnnc2CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,0.082,1.0,1.0,1.0,1.0,1.0
CCOC(=O)C(Cc1ccc(Cl)cc1)Nc1nc2ccccc2s1,200.0,1.0,1.0,1.0,1.0,1.0
CCCCS(=O)(=O)N[C@@H](CNC(=O)C1CCC2(CC1)CCN(c1ccncc1)CC2)C(=O)O,179.0,1.0,1.0,1.0,1.0,1.0
Cc1cc2c(cc1O)CCc1c-2ccc(O)c1C,9.3,1.0,1.0,1.0,1.0,1.0
COC(=O)c1cc2c(cc1C(=O)OC)[C@@]1(C)CCC[C@](C)(C(=O)O)C1C=C2,110.0,1.0,1.0,1.0,1.0,1.0
OCCc1cccc(OCCCc2cc3c(cc2O)CCO3)c1,60.0,1.0,1.0,1.0,1.0,1.0
N=C(N)c1ccc(-c2ccc(N3CCN(CC(=O)O)CC3)nc2)cc1,14.0,1.0,1.0,1.0,1.0,1.0
N#Cc1cc(-c2ccoc2)c2ccc(OCc3ccnc(C4(O)CCOCC4)c3)cc2c1,5.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COc1cccc(C[C@@H]2CCCC(O)=C2c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,116.0,1.0,1.0,1.0,1.0,1.0
CCCCCC(NC(=O)c1ccc(C(=N)N)cc1)C(C)(C)C(=O)N1CCC(CC(=O)O)CC1,160.0,1.0,1.0,1.0,1.0,1.0
CCc1cc2cc(C(=O)C3Cc4ccccc4C3)ccc2nc1C,96.0,1.0,1.0,1.0,1.0,1.0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](OCC(=O)NCCc4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.34,1.0,1.0,1.0,1.0,1.0
CCCc1c(OCCCOc2ccc(C(=O)NC)c(OC)c2CC2CC2)ccc2c1OC(C(=O)O)CC2,13.0,1.0,1.0,1.0,1.0,1.0
CN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,1.3,1.0,1.0,1.0,1.0,1.0
O=C(O)CC(c1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc(OCc2ccc3ccccc3n2)cc1,60.0,1.0,1.0,1.0,1.0,1.0
NC(=O)CNC(=O)[C@@H]1CCCCNC(=O)OCCC[C@H](C(=O)NO)[C@@H](Cc2ccc(-c3ccccc3C(F)(F)F)cc2)C(=O)N1,180.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2c(s1)CCN(CCC1CCNCC1)C2=O,7.0,1.0,1.0,1.0,1.0,1.0
CCC/N=C(\N)c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CC3)cc1,68.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)CC1CCN(C(=O)C(C)(C)C(CC)NC(=O)c2ccc(C(=N)N3CCC(O)CC3)cc2F)CC1,48.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1cc(Cc2ccccc2)cc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,6.0,1.0,1.0,1.0,1.0,1.0
C#C[C@H](CC(=O)O)NC(=O)CN1CCc2cc(F)c(N3CCNCC3)cc2C1=O,15.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl,0.2,1.0,1.0,1.0,1.0,1.0
Cl.O=C(O)CCCCC(CNS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1,80.0,1.0,1.0,1.0,1.0,1.0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](OCC(=O)OCc4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,7.62,1.0,1.0,1.0,1.0,1.0
Cc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O.O=C(O)C(F)(F)F,130.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC(F)(F)F)co1,12.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1OC,100.0,1.0,1.0,1.0,1.0,1.0
CCc1cccc2nc(-c3ccccc3)cc(O)c12,150.0,1.0,1.0,1.0,1.0,1.0
Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CC2CCCCC2)CC1,0.11,1.0,1.0,1.0,1.0,1.0
CCC(CC)CN1CCN(C(=O)NCCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1.Cl,0.042,1.0,1.0,1.0,1.0,1.0
Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O,73.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc2c(ncn2CCOc2ccc(Cc3ccccc3)cc2)n1,150.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)c1csc(CO/N=C(\C)c2ccc(Sc3cc(F)cc(C4CCOCC4)c3)cc2)n1,150.0,1.0,1.0,1.0,1.0,1.0
Cl.O=S(=O)(CCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCNCC1,14.78,1.0,1.0,1.0,1.0,1.0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)CCC1=O)[C@H](C)C[C@@H]2OC,0.15,1.0,1.0,1.0,1.0,1.0
Cl.Oc1nc2cc3cc(OCCCc4nnnn4C4CCN(CCc5ccccc5)CC4)ccc3[nH]c-2n1,0.083,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1c(Cc2ccccc2)ccc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,86.0,1.0,1.0,1.0,1.0,1.0
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl,15.0,1.0,1.0,1.0,1.0,1.0
FC(F)(F)c1cccc(-c2nc(C3CCNCC3)cn2-c2ccnc(NC3CCCCC3)n2)c1,2.0,1.0,1.0,1.0,1.0,1.0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](OCC(=O)Nc4cccc(F)c4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.16,1.0,1.0,1.0,1.0,1.0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](OCC(=O)NC4CCCCC4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.47,1.0,1.0,1.0,1.0,1.0
CCCCC[C@H](O)/C=C/C1C(=O)C[C@H](O)[C@@H]1CCOCCCC(=O)O,0.032,1.0,1.0,1.0,1.0,1.0
N=C(N)c1ccc(CC(=O)NCCC[C@@H](CC(=O)O)NC(=O)CCC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1,61.0,1.0,1.0,1.0,1.0,1.0
CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,107.15,1.0,1.0,1.0,1.0,1.0
N#Cc1cc(-c2ccoc2)c2ccc(OCc3cccc(C4(O)CCOCC4)c3)cc2c1,2.0,1.0,1.0,1.0,1.0,1.0
CO[C@H]1Nc2cc3c(cc2C(=O)N2C=C(/C=C/C(=O)N(C)C)C[C@@H]12)OCO3,5.0,1.0,1.0,1.0,1.0,1.0
CC(CC(=O)O)SCc1c2c3c(c(OCc4ccc(-c5ccccc5)cn4)ccc3n1Cc1ccc(Cl)cc1)CC(C)S2,50.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COc1cccc(-c2[nH]ncc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,180.0,1.0,1.0,1.0,1.0,1.0
CCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,7.0,1.0,1.0,1.0,1.0,1.0
CC[C@@H](C)/C=C(\C)C[C@@H](C)C[C@@H](C)/C=C/C=C/C=C/C(=O)N[C@H](CO)C[C@@]1(O)C(=O)C=C[C@@H]2O[C@@H]21,100.0,1.0,1.0,1.0,1.0,1.0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,60.0,1.0,1.0,1.0,1.0,1.0
Cc1cccc(S(=O)(=O)N[C@@H](CNC(=O)C[C@@H]2C[C@H](c3ccc(C(=N)N)cc3)N(Cc3ccccc3)O2)C(=O)O)c1.Cl,190.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCC/C=C\C[C@@H]1[C@@H](NS(=O)(=O)c2ccc(Cl)cc2)CC[C@@H]1O,190.0,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]2(C)CC[C@H]2OC(=O)C[C@]12C,200.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COc1cccc2c1CCCC2CCC(=O)NN(c1ccccc1)c1ccccc1,57.0,1.0,1.0,1.0,1.0,1.0
CN(C)CCNC(=O)c1ccc(NCCN(C)C)c2c(=O)c3ccccc3[nH]c12,94.0,1.0,1.0,1.0,1.0,1.0
CCNC(=N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1,89.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCC3CCNCC3)ccc2n1Cc1ccccc1,150.0,1.0,1.0,1.0,1.0,1.0
Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CCc2ccccc2)CC1,0.3,1.0,1.0,1.0,1.0,1.0
CCCOCC(Cc1ccc(F)cc1)Nc1nc2cc(C(C)C)ccc2o1,170.0,1.0,1.0,1.0,1.0,1.0
O=C(N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCC(O)CN3)c2)CC1)C(=O)O)OCc1ccccc1,3.5,1.0,1.0,1.0,1.0,1.0
CCc1cc(C(C)=O)c(O)cc1OCCCOc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1CCC(=O)O,47.0,1.0,1.0,1.0,1.0,1.0
Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,200.0,1.0,1.0,1.0,1.0,1.0
COc1ccc2oc(NC(Cc3ccccc3)c3ccccc3)nc2c1,9.0,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(-c2nc(-c3ccc4c(c3)CCC(=O)N4)cs2)cc1OCC,80.0,1.0,1.0,1.0,1.0,1.0
CN(CC(=O)c1ccc(OCC(=O)O)c(OCC(=O)O)c1)C(=O)c1ccc(C(=N)N)cc1,51.0,1.0,1.0,1.0,1.0,1.0
N=C(N)c1ccc(-c2ccc(C3=CCC(O)(CC(=O)O)CC3)cc2)cc1,55.0,1.0,1.0,1.0,1.0,1.0
O=C(O)/C=N/OC(c1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc(OCc2ccc3ccccc3n2)cc1,68.0,1.0,1.0,1.0,1.0,1.0
OC1(c2cccc(COc3ccc4c(-c5ccoc5)cc(-c5nc6ccccc6s5)cc4c3)c2)CCOCC1,62.0,1.0,1.0,1.0,1.0,1.0
CC1Cc2c(OCc3ccc(-c4ccccc4)cn3)ccc3c2c(c(CSCCC(=O)O)n3Cc2ccc(Cl)cc2)S1,10.0,1.0,1.0,1.0,1.0,1.0
CC1(c2ccc(C(=N)N)cc2)NC(=O)N(CC(=O)NC(CC(=O)O)c2ccccc2)C1=O,200.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C(=O)O)cc1NC(=O)/C=C/c1ccc(-c2ccccc2)cc1,83.0,1.0,1.0,1.0,1.0,1.0
CCCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,14.0,1.0,1.0,1.0,1.0,1.0
CC(=O)Nc1ccc(C(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccc(NC(C)=O)cc2)cc1,10.0,1.0,1.0,1.0,1.0,1.0
CN1CCC(O)(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)CC1,15.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(S(=O)(=O)NCC(CCCCCC(=O)O)c2cccnc2)cc1.Cl,200.0,1.0,1.0,1.0,1.0,1.0
COC(=O)C(C)(C)c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,0.0032,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1ccccc1C(=O)OCc1no[n+]([O-])c1C#N,6.166e-05,1.0,1.0,1.0,1.0,1.0
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@@H]3CCCCC3NC2=O)cc1Cl,1.3,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2snnc2-c2ccco2)cc1,0.032,1.0,1.0,1.0,1.0,1.0
CCCCCCOCC1C2CCC(O2)C1CCCCCCC(=O)O,200.0,1.0,1.0,1.0,1.0,1.0
c1ccc(-c2cnns2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,100.0,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]3(C)CCC(=O)C(C)=C3CC[C@]12C,80.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1/C=C1\C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,8.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COc1cccc2c1C[C@H]1C[C@@H](O)[C@H](C#C[C@@H](O)C3CCCCC3)[C@@H]1C2,52.0,1.0,1.0,1.0,1.0,1.0
c1ccc(Cc2ccc(OCCn3ccc4ncnc-4c3)cc2)cc1,74.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,2.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(/C=C/c3ccc4ccccc4n3)cc12,12.0,1.0,1.0,1.0,1.0,1.0
Cc1cccc(S(=O)(=O)N(C)[C@@H](CNC(=O)C[C@H]2CC(c3ccc(C(=N)N)cc3)=NO2)C(=O)O)c1.O=C(O)C(F)(F)F,95.0,1.0,1.0,1.0,1.0,1.0
