canonical_smiles,standard_value,B01[C-C],B02[C-C],B03[C-C],B04[C-C],B05[C-C]
CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N[C@@H](Cc1c[nH]c2cc(F)ccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(N)=O)CC1,14.0,1.0,1.0,1.0,1.0,1.0
COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)CC(C)(C)c1ccccc1,8.0,1.0,1.0,1.0,1.0,1.0
CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)N[C@@H](Cc1c[nH]c2cc(C)ccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NC1(C(=O)N[C@@H](CC(C)C)C(N)=O)CC1,10.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C[C@@H](Cc3ccccc3)NC2=O)cc1Cl,5.2,1.0,1.0,1.0,1.0,1.0
Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)c2cc3cc(OCC4CCNCC4)ccc3[nH]2)C(=O)O)cc1,6.0,1.0,1.0,1.0,1.0,1.0
Cl.O=C(O)CCCCCC(CNS(=O)(=O)c1ccccc1)c1cccnc1,4.0,1.0,1.0,1.0,1.0,1.0
Cl.O=C(O)CCCCCC(CNS(=O)(=O)c1ccc(-c2ccc3ccccc3c2)cc1)c1cccnc1,4.0,1.0,1.0,1.0,1.0,1.0
Cn1c(C(=O)NC[C@H](NS(=O)(=O)c2ccccc2)C(=O)O)cc2cc(OCC3CCNCC3)ccc21,15.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCCN3CCNCC3)ccc2[nH]1,12.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCC3CCNCC3)ccc2[nH]1,13.0,1.0,1.0,1.0,1.0,1.0
Cl.O=C(O)CCCCCCC(CNS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1,10.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1cccnc1)C(=O)O)c1cc2cc(OCC3CCNCC3)ccc2[nH]1,12.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2ccc(OCC3CCNCC3)cc2[nH]1,15.0,1.0,1.0,1.0,1.0,1.0
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)CSc4ccc(C(C)(C)O)cc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.28,1.0,1.0,1.0,1.0,1.0
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)COc4ccc(C(C)(C)O)cc4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.11,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(OCCC3CCNCC3)ccc2[nH]1,8.0,1.0,1.0,1.0,1.0,1.0
CC1(C)C2CCC1(Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)c3cc4cc(OCC5CCNCC5)ccc4[nH]3)C(=O)O)cc1)C(=O)C2,17.0,1.0,1.0,1.0,1.0,1.0
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,11.0,1.0,1.0,1.0,1.0,1.0
CCCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,14.0,1.0,1.0,1.0,1.0,1.0
Cc1ccncc1CCCC(CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCC(=O)O,6.0,1.0,1.0,1.0,1.0,1.0
CCCCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,9.0,1.0,1.0,1.0,1.0,1.0
CCCCCC(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,13.0,1.0,1.0,1.0,1.0,1.0
CO[C@]1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCO[C@@H](C)C1,17.0,1.0,1.0,1.0,1.0,1.0
CS(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,14.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CC[C@H](CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCOc1cccnc1,10.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CC[C@@H](CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCOc1cccnc1,9.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,4.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCC(CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCOc1cccnc1,13.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CSC(CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCCc1cccnc1,6.0,1.0,1.0,1.0,1.0,1.0
CCCCNC(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,16.0,1.0,1.0,1.0,1.0,1.0
O=C(O)c1ccc(S(=O)(=O)N[C@@H](CNC(=O)c2ccc3c(c2)C(=O)N(CCC2CCNCC2)C3)C(=O)O)cc1,7.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CC[C@H](CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCCc1cccnc1,11.0,1.0,1.0,1.0,1.0,1.0
O=C(NCc1ccccc1)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,10.0,1.0,1.0,1.0,1.0,1.0
CCOCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,8.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1cccs1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,7.0,1.0,1.0,1.0,1.0,1.0
C[C@H](NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)c1cccc2ccccc12)C(=O)Nc1ccccc1,15.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COC(CCCCNS(=O)(=O)c1ccc(Cl)cc1)CCCc1cccnc1,15.0,1.0,1.0,1.0,1.0,1.0
CC(C)CS(=O)(=O)N[C@@H](CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,9.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,8.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1cccnc1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,15.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1C(=O)O)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,15.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2snnc2-c2ccccc2)cc1,0.003,1.0,1.0,1.0,1.0,1.0
Cl.Cl.Nc1ccc(-c2nnsc2-c2ccc(N)cc2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
c1ccc(-c2nnsc2-c2ccc3c(c2)OCO3)cc1,3.2,1.0,1.0,1.0,1.0,1.0
c1ccc(-c2cnns2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
c1csc(-c2nnsc2-c2cccs2)c1,3.2,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2snnc2-c2ccco2)cc1,0.032,1.0,1.0,1.0,1.0,1.0
c1ccc(-c2nnsc2-c2ccccc2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1ccccc1C(=O)OCCCOc1no[n+]([O-])c1-c1ccccc1,0.02089,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nnsc2-c2cccs2)cc1,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nnsc2-c2ccc(OC)cc2)cc1,0.001,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1ccccc1C(=O)OCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,0.001122,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Cl,2.6,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(NC(=O)Nc2ccccc2Br)c(O)c1Br,0.79,1.0,1.0,1.0,1.0,1.0
c1ccc(-c2csnn2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2snnc2-c2ccc(OC)cc2OC)cc1,0.032,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1ccccc1C(=O)OCc1no[n+]([O-])c1C(N)=O,0.0302,1.0,1.0,1.0,1.0,1.0
O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccccc2Cl)O[C@@H]1c1ccccc1O,13.0,1.0,1.0,1.0,1.0,1.0
COc1cc2c(c(C)c1OC)C=CC1=C(C)C(=O)CCC12C,0.1,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nnsc2-c2ccccc2)cc1,0.01,1.0,1.0,1.0,1.0,1.0
COc1cc2c(c(C)c1OC)CCC(=O)C2C,0.19,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2snnc2-c2ccc(SC)cc2)cc1,0.032,1.0,1.0,1.0,1.0,1.0
CC(=O)Oc1ccccc1C(=O)OCc1no[n+]([O-])c1C#N,6.166e-05,1.0,1.0,1.0,1.0,1.0
CCNc1ccc(-c2nnsc2-c2ccc(NCC)cc2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
Oc1ccc(-c2nnsc2-c2ccc(O)cc2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
COC(=O)c1ccccc1OC(C)=O,0.02089,1.0,1.0,1.0,1.0,1.0
N#Cc1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O,7.5,1.0,1.0,1.0,1.0,1.0
CN(C)c1ccc(-c2nnsc2-c2ccc(N(C)C)cc2)cc1,0.01,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2csnn2)cc1,3.2,1.0,1.0,1.0,1.0,1.0
FC(F)(F)c1nc(-c2ccccc2)c(-c2ccccc2)s1,0.32,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(CC(N)=O)sc2-c2ccc(OC)cc2)cc1,0.0032,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(C)sc2-c2ccc(OC)cc2)cc1,0.00032,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(CCO)sc2-c2ccc(OC)cc2)cc1,0.00032,1.0,1.0,1.0,1.0,1.0
COC(=O)C(C)(C)c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,0.0032,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2ncsc2-c2ccc(OC)cc2)cc1,0.032,1.0,1.0,1.0,1.0,1.0
O=C(O)[C@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)NS(=O)(=O)c1cccc2ccccc12,10.0,1.0,1.0,1.0,1.0,1.0
FC(F)(F)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1,0.032,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(C(C)C)sc2-c2ccc(OC)cc2)cc1,0.0032,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(CC(=O)[O-])sc2-c2ccc(OC)cc2)cc1.[Li+],0.032,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(C(C)(C)CO)sc2-c2ccc(OC)cc2)cc1,0.0032,1.0,1.0,1.0,1.0,1.0
COC(=O)Cc1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,0.0001,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(OC)cc2)cc1,0.001,1.0,1.0,1.0,1.0,1.0
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.32,1.0,1.0,1.0,1.0,1.0
O=C(O)[C@H](CCC(=O)N1CCC(CCCC2CCNCC2)CC1)NS(=O)(=O)c1ccc2ccccc2c1,10.0,1.0,1.0,1.0,1.0,1.0
O=C(CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,0.5,1.0,1.0,1.0,1.0,1.0
Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,8.0,1.0,1.0,1.0,1.0,1.0
CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C#CCCCO)C/C(=C\CCCC(=O)O)C[C@H]12,10.0,1.0,1.0,1.0,1.0,1.0
CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C#CCCCI)C/C(=C\CCCC(=O)O)C[C@H]12,5.0,1.0,1.0,1.0,1.0,1.0
Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,0.09,1.0,1.0,1.0,1.0,1.0
CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)C[C@]2(C#CCCCBr)C/C(=C\CCCC(=O)O)C[C@H]12,0.5,1.0,1.0,1.0,1.0,1.0
O=C(CNC(=O)c1ccc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,1.2,1.0,1.0,1.0,1.0,1.0
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,1.3,1.0,1.0,1.0,1.0,1.0
CNC(=O)OCc1c2c(n(C)c1COC(C)=O)C(O)=C(C)C(=N)C2=O,12.8,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2cc(CCC3CCNCC3)sc2s1,8.0,1.0,1.0,1.0,1.0,1.0
CCCCS(=O)(=O)N[C@@H](CNC(=O)c1cc2sc(CCC3CCNCC3)cc2s1)C(=O)O,10.0,1.0,1.0,1.0,1.0,1.0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0.5,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1cccnc1)C(=O)O)c1cc2cc(CCC3CCNCC3)sc2s1,8.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1cccs1)C(=O)O)c1cc2cc(CCC3CCNCC3)sc2s1,9.0,1.0,1.0,1.0,1.0,1.0
CO[C@H]1Nc2cc3c(cc2C(=O)N2C=C(/C=C/C(=O)N(C)C)C[C@@H]12)OCO3,5.0,1.0,1.0,1.0,1.0,1.0
CNC(=O)OCc1c2c(n(C)c1COC(C)=O)C(=O)C(C)=C(OC)C2=O,0.09,1.0,1.0,1.0,1.0,1.0
CCc1cc(-c2ccc(F)cc2)c(O)cc1OCCCOc1ccc(C#CCCC(=O)O)cc1CCC(=O)O,4.7,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1cc2sc(CCC3CCNCC3)cc2s1,8.0,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)O)c1cc2cc(CCC3CCNCC3)sc2s1,11.0,1.0,1.0,1.0,1.0,1.0
CNC(=O)OCc1c2c(n(C)c1COC(=O)NC)C(=O)C(C)=C(N1CC1)C2=O,0.13,1.0,1.0,1.0,1.0,1.0
CNC(=O)OCc1c2c(n(C)c1COC(=O)NC)C(O)=C(C)C(=N)C2=O,3.1,1.0,1.0,1.0,1.0,1.0
CNC(=O)OCc1c2c(n(C)c1COC(=O)NC)C(=O)C(C)=C(OC)C2=O,0.03,1.0,1.0,1.0,1.0,1.0
O=C(NC[C@H](NS(=O)(=O)c1cccs1)C(=O)O)c1cc2sc(CCC3CCNCC3)cc2s1,13.0,1.0,1.0,1.0,1.0,1.0
CNC(=O)OCc1c2c(n(C)c1COC(C)=O)C(=O)C(C)=C(N1CC1)C2=O,0.035,1.0,1.0,1.0,1.0,1.0
CCc1cc(-c2ccc(F)cc2)c(O)cc1OCCCOc1cccc(Oc2ccc(C(=O)O)cc2)c1CCC(=O)O,2.6,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1cc(Cc2ccccc2)cc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,6.0,1.0,1.0,1.0,1.0,1.0
Cc1ccccc1Cc1ccc2c(c1CCC(=O)O)CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,17.0,1.0,1.0,1.0,1.0,1.0
Cc1ccccc1Cc1cc(CCC(=O)O)c2c(c1)CC(NS(=O)(=O)c1ccc(Cl)cc1)CC2,8.0,1.0,1.0,1.0,1.0,1.0
Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,3.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1cc(Cc2ccc(F)cc2)cc2c1CCC(NS(=O)(=O)c1ccc(Cl)cc1)C2,11.0,1.0,1.0,1.0,1.0,1.0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,0.0136,1.0,1.0,1.0,1.0,1.0
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,3.0,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(-c2nc(-c3cc(OC(C)=O)cc(OC(C)=O)c3)cs2)cc1OCC,1.0,1.0,1.0,1.0,1.0,1.0
CCCC[C@H](C)C[C@H](O)/C=C/[C@@H]1[C@H]2C[C@H](CCOCC(=O)O)C[C@H]2C[C@H]1O,0.0125,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(-c2nc(-c3cccc(C(=O)O)c3)cs2)cc1OCC,5.0,1.0,1.0,1.0,1.0,1.0
CS(=O)(=O)NC(=O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,2.0,1.0,1.0,1.0,1.0,1.0
CN(CCCCC1CCCCC1)C(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,2.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(/C(S)=N/CCCCC2CCCCC2)co1,2.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)Nc2ccc(Cl)cc2)co1,6.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCc2ccccc2)co1,9.0,1.0,1.0,1.0,1.0,1.0
CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCC(C)(C)OCc2ccsc2)c1,5.4,1.0,1.0,1.0,1.0,1.0
CN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCC(C)(C)OCc2ccsc2)c1,11.0,1.0,1.0,1.0,1.0,1.0
CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1,7.2,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,2.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NC2CCCCC2)co1,3.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCc2ccccc2)co1,4.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,6.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCc2ccc(Cl)cc2)co1,4.0,1.0,1.0,1.0,1.0,1.0
CCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,8.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC(F)(F)F)co1,12.0,1.0,1.0,1.0,1.0,1.0
CCC(C)(C)NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,12.0,1.0,1.0,1.0,1.0,1.0
CC(C)NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,7.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)CCCCCC2CCCCC2)co1,4.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCCO)co1,15.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)CCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,8.0,1.0,1.0,1.0,1.0,1.0
CCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,7.0,1.0,1.0,1.0,1.0,1.0
O=C(O)Cc1cccc(CC2C3CCC(O3)C2c2nc(C(=O)NCCCCC3CCCCC3)co2)c1,12.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCc2ccc(F)cc2)co1,4.0,1.0,1.0,1.0,1.0,1.0
CC(C)(Cc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1)C(=O)O,4.0,1.0,1.0,1.0,1.0,1.0
CCCCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,2.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCc2ccc(O)cc2)co1,12.0,1.0,1.0,1.0,1.0,1.0
O=C(O)Cc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,14.0,1.0,1.0,1.0,1.0,1.0
CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCC(C)(C)OCc2ccsc2)c1.Cl,9.8,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,1.0,1.0,1.0,1.0,1.0,1.0
C#CCCCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,14.0,1.0,1.0,1.0,1.0,1.0
CCCCCN(C)C(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,9.0,1.0,1.0,1.0,1.0,1.0
CC#CCC(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC2Oc3c(CCCC(=O)[O-])cccc3[C@@H]21.[Na+],4.3,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCC2CCCCC2)co1,2.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)Nc2ccccc2)co1,12.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCc2ccc(Cl)cc2)co1,4.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)OCCCCC2CCCCC2)co1,2.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,12.0,1.0,1.0,1.0,1.0,1.0
O=C(O)COc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,7.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)CCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,8.0,1.0,1.0,1.0,1.0,1.0
CSc1ccc(CCCCNC(=O)c2coc(C3C4CCC(O4)C3Cc3ccccc3CCC(=O)O)n2)cc1,6.0,1.0,1.0,1.0,1.0,1.0
CCCS(=O)(=O)N[C@@H](CNC(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O.O=C(O)C(F)(F)F,17.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(NC(=O)c2coc(C3C4CCC(O4)C3Cc3ccccc3CCC(=O)O)n2)cc1,6.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(CCCCNC(=O)c2coc(C3C4CCC(O4)C3Cc3ccccc3CCC(=O)O)n2)cc1,16.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12,10.0,1.0,1.0,1.0,1.0,1.0
NCCCCCC(=O)Nc1ccc(C(=O)O)c(-c2ccc(O)cc2)c1,0.06,1.0,1.0,1.0,1.0,1.0
COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(N3CCCC3)c2c1,9.0,1.0,1.0,1.0,1.0,1.0
O=C(N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCC(O)CN3)c2)CC1)C(=O)O)OCc1ccccc1,3.5,1.0,1.0,1.0,1.0,1.0
CC(C)COC(=O)N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCC(O)CN3)c2)CC1)C(=O)O,2.0,1.0,1.0,1.0,1.0,1.0
CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,1.2,1.0,1.0,1.0,1.0,1.0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3C[C@@H](O)[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1.21,1.0,1.0,1.0,1.0,1.0
O=C(N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCCCCN3)c2)CC1)C(=O)O)OCc1ccccc1,1.7,1.0,1.0,1.0,1.0,1.0
CC(C)COC(=O)N[C@@H](CCC(=O)N1CCN(c2cccc(NC3=NCCCN3)c2)CC1)C(=O)O,0.91,1.0,1.0,1.0,1.0,1.0
